title,creator,issuance,publisher,url,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015053526979,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161835,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015031600888,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161876,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015020692995,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161868,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015020706720,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161850,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015038891795,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161892,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161884,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015031601126,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161900,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015027246571,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161918,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015031597530,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161926,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015027246530,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.49015002161934,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 4. The party and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories.,Mode of access: Internet.,,
The tales of Chekhov,"Chekhov, Anton Pavlovich",1984,Ecco Press,http://hdl.handle.net/2027/mdp.39015031600003,,,,,,,,,,,"Reprint. Originally published: New York : Macmillan, 1917.",v. 1. The darling and other stories -- v. 2. The duel and other stories -- v. 3. The lady with the dog and other stories -- v. 4. The party and other stories -- v. 5. The wife and other stories -- v. 6. The witch and other stories -- v. 7. The bishop and other stories -- v. 8. The chorus girl and other stories -- v. 9. The schoolmistress and other stories -- v. 10. The horse-stealers and other strories -- v. 11. The schoolmaster and other stories -- v. 12. The cook's wedding and other stories -- v. 13. Love and other stories.,Mode of access: Internet.,,
The tales of Tchehov,"Chekhov, Anton Pavlovich",1917,Chatto & Windus,http://hdl.handle.net/2027/uc1.31175020995638,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
The tales of Tchehov,"Chekhov, Anton Pavlovich",1917,Chatto & Windus,http://hdl.handle.net/2027/uc1.31175004147610,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
The tales of Tchehov,"Chekhov, Anton Pavlovich",1917,Chatto & Windus,http://hdl.handle.net/2027/uc1.31175010121450,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
The tales of Tchehov,"Chekhov, Anton Pavlovich",1917,Chatto & Windus,http://hdl.handle.net/2027/uc1.31175010121484,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
The tales of Tchehov,"Chekhov, Anton Pavlovich",1917,Chatto & Windus,http://hdl.handle.net/2027/uc1.31175010121492,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
Talk about the last poet : a novella in verse and other poems including Potted memoirs with new verse translations of the Bronze horseman by Alexander Pushkin & the Novice by Michael Lermontov,"Johnston, Charles",1981,Published for Charles Johnston by The Bodley Head,http://hdl.handle.net/2027/mdp.39015049863031,"Lermontov, Mikha","Pushkin, Aleksandr Sergeevich",Paulinus,,,Latin poetry -- Translations into English,English poetry,Russian poetry -- 19th century -- Translations into English,,,Mode of access: Internet.,,,,
Talk about the last poet : a novella in verse and other poems including Potted memoirs with new verse translations of the Bronze horseman by Alexander Pushkin & the Novice by Michael Lermontov,"Johnston, Charles",1981,Published for Charles Johnston by The Bodley Head,http://hdl.handle.net/2027/uc1.b4929948,"Lermontov, Mikha","Pushkin, Aleksandr Sergeevich",Paulinus,,,Latin poetry -- Translations into English,English poetry,Russian poetry -- 19th century -- Translations into English,,,Mode of access: Internet.,,,,
Taman',"Lermontov, Mikhail I͡Urʹevich",1945,D. C. Heath,http://hdl.handle.net/2027/inu.32000011373372,,,,,,,,,,,Mode of access: Internet.,,,,
Tamara : simfonicheskai͡a poėma po stikhotvorenii͡u M. Lermontova : paritura = Tamara : symphonic poem after M.Lermontov : score,"Balakirev, Miliĭ Alekseevich",1980,Muzyka,http://hdl.handle.net/2027/uc1.31822004206793,"Lermontov, Mikhail I͡Urʹevich",,,,,Symphonic poems -- Scores,,,,,Mode of access: Internet.,,,,
Tatá : (Tatʹi͡ana I͡Akovleva),,2003,Gosudarstvennyĭ muzeĭ V.V. Mai͡akovskogo,http://hdl.handle.net/2027/mdp.39015056147872,"Mayakovsky, Vladimir","I͡Akovleva, Tatʹi͡ana","Strizhneva, S. E.","Aksenkin, A.",,Fashion designers -- United States -- Exhibitions,Women fashion designers -- United States -- Exhibitions,,,,At head of title: Komitet po kulʹture g. Moskvy. Gosudarstvennyĭ muzeĭ V.V. Mai͡akovskogo.,Includes bibliographical references.,Mode of access: Internet.,,
Tatyana Repina : two translated texts : the 1888 four-act Tatyana Repina by Alexei Suvorin and Anton Chekhov's 1889 one-act continuation :with an introduction and appendices Anton Chekhov and Alexei Suvorin,,1999,McFarland & Company,http://hdl.handle.net/2027/mdp.39015046897990,"Racin, John","Chekhov, Anton Pavlovich","Suvorin, A. S.",,,,,,,,Includes bibliographical references (p. 265-268) and index.,Mode of access: Internet.,,,
"Tchehov, the man","Saunders, Beatrice",1960,Centaur Press,http://hdl.handle.net/2027/uc1.$b81350,,,,,,,,,,,Mode of access: Internet.,,,,
"Tchehov, the man","Saunders, Beatrice",1960,Centaur Press,http://hdl.handle.net/2027/uc1.32106001600797,,,,,,,,,,,Mode of access: Internet.,,,,
"Tchékhov en Roumaine, 1895-1960; bibliographie littéraire sélective",,1960,Éditions de l'Académie de la République populaire roumaine,http://hdl.handle.net/2027/uc1.$b396114,"Baiculescu, George",,,,,,,,,,Mode of access: Internet.,,,,
"Tchekhov, 1860-1904","Laffitte, Sophie",1963,Hachette,http://hdl.handle.net/2027/uc1.b3725995,,,,,,"Authors, Russian -- Biography",,,,,Includes index.,Bibliography: p. [265]-266.,Mode of access: Internet.,,
"Tchékhov, 1860-1904","Laffitte, Sophie",1971,Hachette,http://hdl.handle.net/2027/mdp.39015019951139,,,,,,"Authors, Russian -- 19th century -- Biography",,,,,On cover: Vie de Tchékhov.,Bibliography: p. [271]-272.,Mode of access: Internet.,,
"Tchékhov, ou, Le spectateur désenchanté","Gillès, Daniel",1924,Julliard,http://hdl.handle.net/2027/uc1.$b396124,,,,,,,,,,,Includes index.,Bibliography: p. [491]-494.,Mode of access: Internet.,,
Tchékhov,"Chekhov, Anton Pavlovich",1957,Ėditions du Seuil,http://hdl.handle.net/2027/mdp.39015010347949,"Laffitte, Sophie",,,,,,,,,,Mode of access: Internet.,,,,
Tchekhov,"Troyat, Henri",1984,Flammarion,http://hdl.handle.net/2027/mdp.39015011044826,,,,,,"Authors, Russian -- 19th century -- Biography",,,,,Includes index.,Bibliography: p. [399]-401.,Mode of access: Internet.,,
Tchékhov et sa vie,"Brisson, Pierre",1955,A. Sauret,http://hdl.handle.net/2027/uc1.$b318987,,,,,,,,,,,Mode of access: Internet.,,,,
"Tchékhov, par lui-même","Chekhov, Anton Pavlovich",1957,Éditions du Seuil,http://hdl.handle.net/2027/uc1.$b318992,,,,,,,,,,,Mode of access: Internet.,,,,
Teatr Chekhova i ego mirovoe znachenie,"Zingerman, B. I.",1988,"""Nauka""",http://hdl.handle.net/2027/mdp.39015019058125,"Anikst, Aleksandr Abramovich",,,,,,,,,,At head of title: Akademii͡a nauk SSSR. Vsesoi͡uznyĭ nauchno-issledovatelʹskiĭ institut iskusstvoznanii͡a Ministerstva kulʹtury SSSR.,Includes bibliographical references.,Mode of access: Internet.,,
Temnyĭ geniĭ : (Vsevolod Meĭerkholʹd),"Elagin, I͡Uriĭ",1982,Overseas Publications Interchange Ltd,http://hdl.handle.net/2027/mdp.39015008205828,"Chekhov, Michael",,,,,,,,,,Title on added t.p.: Dark genius.,Bibliography: p. 453-455.,Mode of access: Internet.,,
That worthless fellow Platonov,"Chekhov, Anton Pavlovich",1930,"E. P. Dutton & co., inc",http://hdl.handle.net/2027/mdp.39015031941860,"Cournos, John",,,,,,,,,,Mode of access: Internet.,,,,
That worthless fellow Platonov,"Chekhov, Anton Pavlovich",1930,"E. P. Dutton & co., inc",http://hdl.handle.net/2027/uc1.32106001600300,"Cournos, John",,,,,,,,,,Mode of access: Internet.,,,,
That worthless fellow Platonov,"Chekhov, Anton Pavlovich",1930,"E. P. Dutton & co., inc",http://hdl.handle.net/2027/uc1.32106005428500,"Cournos, John",,,,,,,,,,Mode of access: Internet.,,,,
That worthless fellow Platonov,"Chekhov, Anton Pavlovich",1930,"E. P. Dutton & co., inc",http://hdl.handle.net/2027/uc1.b4084858,"Cournos, John",,,,,,,,,,Mode of access: Internet.,,,,
The theatre of inspiration : an analysis of the acting theories of Michael Chekhov,"Kindelan, Nancy Anne",1977,,http://hdl.handle.net/2027/wu.89010962876,,,,,,,,,,,Typescript.,"Thesis (Ph. D.)--University of Wisconsin--Madison, 1977.",Bibliography: leaves 261-274.,Mode of access: Internet.,
"Theatre, the search for style : master directors on style, Chekhov to kabuki to musical comedy","Mitchell, John Dietrich",1982,Northwood Institute Press,http://hdl.handle.net/2027/mdp.39015026854474,,,,,,Theatrical producers and directors -- Interviews,Theater,Drama,,,Mode of access: Internet.,,,,
"Theatre, the search for style : master directors on style, Chekhov to kabuki to musical comedy","Mitchell, John Dietrich",1982,Northwood Institute Press,http://hdl.handle.net/2027/uc1.32106006737230,,,,,,Theatrical producers and directors -- Interviews,Theater,Drama,,,Mode of access: Internet.,,,,
"Theatrical space in Ibsen, Chekhov, and Strindberg : public forms of privacy","Rokem, Freddie",1986,UMI Research Press,http://hdl.handle.net/2027/mdp.39015011487876,,,,,,Catharsis,Theaters -- Stage-setting and scenery,European drama -- 19th century -- History and criticism,,,Includes index.,Bibliography: p. [95]-99.,Mode of access: Internet.,,
Le théâtre de Tchékhov,"Hristić, Jovan",1982,L'Age d'homme,http://hdl.handle.net/2027/uc1.b4387035,,,,,,,,,,,"Translation of: Čehov, dramski pisac.",Bibliography: p. 187-190.,Mode of access: Internet.,,
Théâtre,"Chekhov, Anton Pavlovich",1966,Éditeurs français réunis,http://hdl.handle.net/2027/uc1.$b283688,"Triolet, Elsa",,,,,,,,,,1. Platonov. Ivanov. La mouette.--2. L'oncle Vania. Les trois soeurs. La cerisaie. Le chant du cygne. L'ours. La demande en mariage. Le tragédien malgré lui. La noce. Le jubilé. Les méfaits du tabac.,Mode of access: Internet.,,,
